qsrank	statename	overall	Fitness	Routine	Nutrition	Sleep	Weight	Diabetes	arts	engineering	life	natural	social	id
184	Yavapai	86.47441847	39.31911606	47.12174518	40.46066748	83.7659047	45.66363914	47.86987419	40.55415287	57.4303423	93.5601891	50.11707381	61.24604531	5141
185	Yuma	34.28727503	67.31280007	50.07540564	93.69710184	85.68318055	63.54352808	43.57422765	87.60994218	45.03395059	14.5820217	57.29190628	6.213496285	5143
186	Alameda	94.79964243	90.22159425	83.03151567	11.86592347	23.04084593	45.19223654	50.84106634	12.95852701	68.72152422	24.980291	48.03059397	28.54955735	5145
187	Alpine	57.4353261	85.17604307	69.97216732	69.43358941	83.11746622	18.8824996	94.86707093	43.19594281	23.92183304	1.659404834	38.07248986	9.784642688	5147
188	Amador	36.94698882	0.533805565	88.42956243	65.44915711	39.30613313	26.43416464	84.65414281	83.76877008	50.00389531	54.70873913	49.64113538	51.2157582	5149
189	Butte	53.19196567	60.50159581	89.85692698	4.64911845	98.48379812	39.26733015	9.980205242	54.86403851	21.52366824	1.033035461	2.685459957	45.76698147	6000
190	Calaveras	12.827959	65.54663769	79.66583023	44.99376943	8.652932751	68.80125343	82.43929821	0.58195719	85.6175754	0.772569696	1.49159358	9.52127519	6001
191	Colusa	57.51464898	64.21678941	14.89374891	43.67332856	68.64229263	46.80426292	59.3392101	37.22611363	43.17104723	63.81572831	20.61502903	3.4274099	6003
192	Contra Costa	17.60042216	4.800339896	97.38362953	20.76986997	78.11889479	72.83795265	72.94747719	12.83018632	13.24587569	20.67823342	74.89204772	88.65271378	6005
193	Del Norte	71.71155585	30.71056576	11.42922216	27.96658344	15.60621859	89.58177396	64.66580469	93.7474441	86.93901858	32.90538375	70.90572586	55.71406877	6007
194	El Dorado	31.61026063	4.815146291	25.21980678	11.8210575	96.73663694	67.29142508	12.24215229	58.21096777	15.33756045	52.70913378	89.77486532	72.61344566	6009
195	Fresno	68.8959776	15.32091886	81.06177962	0.696324561	17.70699461	0.971495493	77.91586209	85.17100093	65.51529156	69.23779773	48.90753755	63.22338296	6011
196	Glenn	4.371197964	50.18577554	47.69178284	17.50805891	46.96818233	21.47155527	87.06611501	75.94395224	8.776341911	93.55655154	42.3751585	21.29521473	6013
197	Humboldt	15.40889624	54.58872064	47.74251247	49.15873838	91.85289103	4.007246195	22.21496503	9.53954092	65.41356863	85.38057744	42.15014012	75.28349909	6015
198	Imperial	71.45084604	36.30201749	87.48549326	10.55567125	73.61631727	2.861447325	47.14035296	0.444984494	85.0563831	45.89597643	56.21406575	11.03073829	6017
199	Inyo	31.88190267	63.6497643	95.55166099	28.14957947	4.125045269	44.59313886	20.51824512	7.32395631	33.95215137	59.62241023	83.8109067	50.38722489	6019
200	Kern	91.68430234	72.43260184	55.9783317	27.60728878	10.40568465	0.838380656	17.46328581	55.59408605	59.40933133	20.54626977	16.20705468	28.3497081	6021
201	Kings	18.29847902	14.42272387	73.63776321	36.0551191	40.38088451	57.93538782	22.33580419	23.3682282	27.93416444	43.47043965	68.6819688	1.245023848	6023
202	Lake	15.66504657	19.18240656	48.58211738	43.17676499	56.61052257	21.68906854	97.98646531	74.76950132	14.04910564	71.6709982	54.45771904	6.917397536	6025
203	Lassen	18.73665598	13.20337263	71.28304759	22.84779835	93.11688409	33.06848557	32.66641817	75.86062629	61.7951688	5.392443877	69.84653482	8.231047006	6027
204	Los Angeles	54.22870544	75.54177788	60.4511824	63.99377717	15.13256264	24.63327089	50.57324797	28.38015391	1.343655733	71.348955	28.01487504	59.64679553	6029
205	Madera	18.74358339	39.55905471	18.77885393	97.7875813	0.299656266	64.49073198	2.914322076	67.84001572	96.4124984	37.24850971	73.47524024	76.59858856	6031
206	Marin	19.23889989	19.32061945	72.68629978	82.53036044	96.50755841	5.37135079	27.44794772	25.9945974	56.44642409	50.14452472	70.5084839	68.5143754	6033
207	Mariposa	28.7185852	21.52734928	84.03152042	80.19183055	40.56456044	70.45434059	72.65129484	1.055323437	97.50473534	84.35458541	8.4881222	10.43599271	6035
208	Mendocino	26.87173366	70.64204915	3.318635231	52.50677108	95.47419083	40.54518098	2.732392237	19.64714877	85.45117138	69.88910098	58.31913513	94.61681452	6037
209	Merced	38.6908516	89.03664912	67.96820847	93.10258435	89.87248713	35.11344888	71.66513863	37.88043485	2.496366015	99.66656389	1.630242115	60.18221761	6039
210	Modoc	62.23604245	32.73405206	35.96470363	97.23988353	10.39470866	40.3538621	81.87609735	74.19241978	76.08343171	1.941992607	59.08180108	46.4307457	6041
211	Mono	90.24252188	7.87434075	67.84098343	77.93196769	35.98985851	87.5779056	86.70689666	50.42829597	92.45505409	5.478469922	95.58315864	66.48902846	6043
212	Monterey	7.808907374	23.62388128	35.14444804	60.67626782	47.61400842	5.873827047	74.53008878	96.54246161	52.24421994	53.59007219	57.15340987	30.50421622	6045
213	Napa	42.61727257	67.47755692	57.32988428	17.47580716	11.94871603	41.1651487	49.1224023	41.55060222	3.169727622	80.21606418	52.93340153	44.19480552	6047
214	Nevada	50.4573504	98.48850563	59.67092384	60.05441417	85.94945519	90.10925246	15.28054056	29.7900379	79.091545	91.92568944	31.9202012	90.80191825	6049
215	Orange	33.61426781	31.1980454	39.73637964	21.51188285	39.22183147	60.99021444	17.71635221	98.90896632	5.867139192	64.12628749	3.726029995	42.06936939	6051
216	Placer	27.89589255	93.05142502	47.75902912	69.87521029	79.16000411	47.41851649	18.37995323	57.24084454	84.71195248	56.88267882	18.94513717	38.57793782	6053
217	Plumas	50.24556369	37.38127544	62.84715654	92.96127388	34.28248511	96.1869509	3.326725532	13.7479433	87.42983929	72.91767828	47.39740907	78.84949948	6055
218	Riverside	44.64168999	89.09626564	35.20522378	67.77429838	28.28144943	44.15240821	84.52991413	63.74782658	25.11303788	44.81168156	98.5831778	43.85908214	6057
219	Sacramento	28.12653271	47.48355811	57.53589967	43.79063837	64.09826244	29.4950933	73.54941828	18.76646419	67.14930512	83.09152348	33.55782738	46.85411505	6059
220	San Benito	80.84829124	10.54679331	6.817237973	59.64116245	28.46292591	52.12327596	5.227866681	56.4070101	58.53237792	98.7327366	10.28778754	29.88483319	6061
221	San Bernardino	78.77704753	70.56009202	33.63507075	75.82252816	17.46577006	19.59069265	41.82970253	44.57174077	11.15246885	48.33849362	68.10727392	1.272813336	6063
222	San Diego	44.89270485	47.03329565	3.67412028	23.7431932	10.3107013	0.004271937	61.96351768	0.664020408	81.34062214	97.10194826	61.32065379	75.99140893	6065
223	San Francisco	79.01815853	50.55608432	25.11461074	17.40099834	67.80354071	60.08785331	25.23959297	42.0088992	5.265733396	34.20745483	29.16985923	9.170399578	6067
224	San Joaquin	70.99672256	58.31819088	46.85085313	91.18971688	61.76132056	17.37055406	58.44129815	42.67332125	75.49553984	44.02985863	52.34953823	79.29413335	6069
225	San Luis Obispo	5.561554773	29.93945231	58.58581238	80.7049412	92.43278109	12.29240052	48.43804211	23.37124471	12.35346206	5.977375892	37.11948273	96.71627554	6071
226	San Mateo	54.727289	6.695075226	27.35030101	59.82743878	95.64363324	13.23962968	77.43434291	22.46462066	58.84386648	30.22279352	59.31486641	66.729667	6073
227	Santa Barbara	95.48419451	19.73349418	31.8700845	20.13522744	23.64440381	8.455194574	50.75598456	61.11930109	69.31490142	34.3747325	38.48296416	96.53080074	6075
228	Santa Clara	0.837320704	38.3986955	42.65435718	11.54636676	40.03922182	34.62419067	58.7621189	31.71391589	96.16096677	76.47702199	70.90459768	39.55850955	6077
229	Santa Cruz	70.58183168	3.712314619	27.21433772	27.75658539	78.4415202	7.724253762	53.76380485	2.485772499	69.31080877	20.44371038	88.90174762	25.59807775	6079
230	Shasta	65.93718589	95.59912116	48.54943111	38.66285325	53.88323494	53.11112387	18.86852253	42.00555398	29.28041622	89.3840185	31.85907277	87.16787765	6081
231	Sierra	84.2089818	76.43740574	51.20268657	55.5227118	67.34743598	55.39362674	67.39544259	66.04611751	75.48669469	83.82699288	73.12536384	78.18553501	6083
232	Siskiyou	58.45622113	78.69961556	11.82760882	23.95856974	57.65455471	49.71292033	70.7604745	91.5859529	5.46270785	78.82658258	67.63411482	37.58716344	6085
233	Solano	21.08209285	87.79261454	29.47870494	78.1865915	59.888967	83.85960744	0.58708208	92.35851925	38.78770137	14.58726349	86.36962721	74.98985352	6087
234	Sonoma	6.031412877	44.50774372	75.05193536	53.12099386	54.84186169	34.18259953	54.4788894	16.49927661	24.50353143	90.86759783	89.69017949	47.35271193	6089
235	Stanislaus	79.58326535	82.86101198	95.80009157	77.14136491	31.78017771	42.6276021	44.1201542	5.36916322	12.81161656	27.73449547	76.82107604	33.93396165	6091
236	Sutter	88.57653141	76.59909629	59.5881592	87.68086866	21.65969576	8.312448154	94.40622344	1.348172806	64.82687501	1.397569564	75.23298983	27.84924965	6093
237	Tehama	2.820706421	16.39778902	53.52812197	64.78320324	21.77206114	25.778551	24.76212319	73.02745685	91.04689673	22.78475502	77.43097553	77.25412207	6095
238	Trinity	78.46861119	18.74088668	76.01679583	12.61432106	39.07947736	31.71947243	84.08968149	37.76669886	89.74488535	39.9926405	73.43819383	22.62087901	6097
239	Tulare	1.637560351	57.83585929	76.57086621	42.90437465	43.31852874	56.86746783	33.44825282	5.852698647	26.16018491	1.413080966	26.03187885	73.56708245	6099
240	Tuolumne	93.52975324	39.69377839	17.68455138	89.85396449	97.06159232	99.81115428	72.49443406	11.53517576	49.03057942	39.17456018	69.71413315	38.00374829	6101
241	Ventura	33.12837278	0.842675541	28.32748064	19.2118315	43.49668457	16.93819241	77.73057829	37.10729963	72.57047232	30.93638833	34.56611636	78.71113024	6103
242	Yolo	71.29936674	81.03034911	12.16959143	76.51412536	69.5394204	87.987139	16.8461258	32.14276215	85.5400605	50.24640333	74.14794359	53.41611944	6105
243	Yuba	59.67606713	4.609751578	11.36201049	24.24641891	67.59328717	20.7539772	61.72163803	35.39527566	61.17643603	80.22083612	97.90065904	98.69214276	6107
244	Adams	61.58516764	46.23708418	48.3844794	55.46222455	88.77325021	35.83931168	35.66516321	15.66440123	39.73243543	37.69843407	6.469912626	40.33169575	6109
245	Alamosa	12.07947814	61.21991173	66.21299737	35.50994833	38.97791355	16.9803869	35.35931914	3.116997725	81.98468132	83.19859368	59.24916347	91.73840694	6111
246	Arapahoe	19.65014958	47.25827865	77.43039349	1.366619264	59.07626744	39.27478372	13.9820228	91.59012414	4.223354096	77.65786256	23.30547404	32.67149245	6113
247	Archuleta	20.16305201	74.44797816	85.67011702	13.76540957	81.35139211	63.73703384	71.85724312	50.11902565	65.9085225	61.91007007	97.48490348	8.667146043	6115
248	Baca	46.12535949	81.38174762	14.78671251	83.39953426	59.49225836	58.99100464	74.88398939	30.29277886	41.03552934	13.78859955	28.33480804	72.84096897	8000
249	Bent	33.89690049	8.427623985	8.13285977	48.10450376	85.13132557	19.81959045	50.94865651	36.43133168	33.48564113	21.78171007	35.67808681	5.686427515	8001
250	Boulder	65.09012423	39.53251958	63.67501526	60.76040482	57.9112628	63.52264185	32.92579868	22.80192205	98.02807971	56.89335321	85.73808892	93.65068412	8003
251	Chaffee	69.23362132	23.61020724	15.01765191	36.20748439	13.91763059	3.558643578	55.2530119	26.77963004	93.04163399	62.19611625	48.64852528	59.9825379	8005
252	Cheyenne	42.33794423	59.53853754	80.89637688	59.73232619	70.92786786	46.14245968	33.92518324	18.66827928	18.28649286	65.96379968	14.45994065	48.17320608	8007
253	Clear Creek	97.09888514	32.71944161	54.14682797	43.66000795	55.38563138	20.86516123	22.91165442	44.49473988	55.39679899	6.260384883	69.27305832	65.49000097	8009
254	Conejos	98.60114173	65.52311249	33.42748254	76.2645753	34.67963235	32.73623742	76.13968093	18.65671969	99.97788091	73.52242146	48.41043322	72.16186605	8011
255	Costilla	48.07011241	10.31626192	29.21960033	40.74426573	82.10125618	11.54328391	16.67479136	33.36882995	85.84694537	93.40482153	63.90378808	48.79048382	8013
256	Crowley	29.39596331	20.27253541	46.34300728	19.84848635	94.19799326	18.32264149	29.05200264	24.55799638	99.32680683	59.30000605	79.25157002	88.65965544	8015
257	Custer	5.944436685	18.38891328	47.09989173	60.36806385	78.96849689	61.73850994	92.01757706	2.027268445	39.62008125	87.0192637	26.90002821	96.47310913	8017
258	Delta	57.77569787	40.5912572	90.22249812	43.35914419	3.810492871	20.69113314	86.29449672	33.12898586	48.37563898	91.70691633	69.88677108	20.93363533	8019
259	Denver	14.16259111	18.78091205	37.31628613	1.705920729	57.29609548	30.24253652	77.7361933	42.76548939	78.05586274	60.87382399	76.63037082	7.494218741	8021
260	Dolores	52.34547447	73.26101154	1.783240435	84.76411663	76.01534452	64.58467746	6.052909106	24.31348811	80.1012892	15.38743183	69.22648504	58.09513404	8023
261	Douglas	40.5930929	98.60324268	68.01646421	39.42696246	72.47129718	13.38575894	50.26772879	63.83591702	34.8777703	77.58188417	85.42013833	64.38572906	8025
262	Eagle	67.67244613	55.68390112	62.2369723	12.76496931	38.04847608	86.4310951	28.86421006	26.77817512	53.28881218	82.62237757	72.70813026	69.09143798	8027
263	El Paso	49.64750075	21.86779329	13.46841463	64.67564114	43.26056556	74.73099742	69.60689106	88.22603114	62.41273852	76.38892539	79.05574414	87.29269856	8029
264	Elbert	71.21547357	78.58971638	33.86353793	79.98119393	43.7029042	76.06278333	28.62873362	50.41110834	29.81126105	91.69024733	71.5081463	42.94589379	8031
265	Fremont	56.95505796	99.41844083	87.66865273	47.6784004	76.14793836	53.05449344	7.016271576	69.24297436	48.09830454	94.80835724	20.69305643	53.0874431	8033
266	Garfield	48.88538768	13.29466054	5.251882943	50.95864346	72.73879629	17.90864045	36.10570712	41.79778836	67.82007825	27.10973063	28.49056902	48.71735542	8035
267	Gilpin	70.34246141	87.40831039	85.66459844	14.76963595	68.08145631	23.11084503	55.13984163	63.35198674	41.3910245	46.59869112	45.35154245	79.88198606	8037
268	Grand	74.85903382	48.8020309	44.36957629	22.08173329	50.87547936	93.01149046	78.59422808	2.663547412	10.47804038	2.183692264	90.36085164	25.29400527	8039
269	Gunnison	30.09407292	64.69542224	7.650570906	85.59917046	59.04669739	10.86597661	67.77114505	89.65641643	79.18861853	96.49714183	63.47629425	37.41900589	8041
270	Hinsdale	20.63137944	74.48471727	96.4874439	52.03447959	53.06684642	27.33099787	61.19893734	21.71528175	12.58398068	69.49752752	11.45421074	11.59804235	8043
271	Huerfano	30.09587618	99.0252193	49.85416606	49.71030126	73.59634454	80.33088853	72.57453831	85.02380566	25.97048474	25.54095377	80.21080856	46.82356012	8045
272	Jackson	59.47090862	37.29069124	75.0634321	27.84608849	13.5850704	46.22523152	81.64507504	48.21258745	21.07443576	18.62530761	43.76763517	56.10950655	8047
273	Jefferson	62.93672006	39.03608139	51.34545505	15.58379058	25.24014986	99.93152064	96.93492799	46.22922419	62.45000737	76.40433729	60.90552634	38.97633865	8049
274	Kiowa	97.57295359	76.89438302	25.97941689	48.54103128	98.34040916	94.15280116	30.28425213	21.60216932	44.53882772	21.03784031	15.74419898	27.85195973	8051
275	Kit Carson	86.04146621	23.15129462	56.54509886	92.59619966	10.49534048	12.99427186	23.62611419	58.62827266	14.79688663	48.12040408	11.20220621	98.34124025	8053
276	La Plata	27.18686748	86.50133861	54.46618493	72.71402535	75.18611543	52.23033251	34.91854037	80.51397327	67.75255486	9.039789727	17.91257809	35.95885502	8055
277	Lake	19.13454247	49.14976214	55.82870337	32.11523815	25.50468125	97.40340731	71.76502155	6.482311933	74.36938692	53.46119069	3.290168873	42.50163201	8057
278	Larimer	21.05972019	65.13591946	38.25458884	17.41038642	4.639610544	48.12509772	20.75461523	53.48742809	87.16819918	74.05844174	15.95454205	50.50853955	8059
279	Las Animas	24.47261317	72.39063175	90.09894312	25.86164067	27.36793231	24.41615767	57.68638087	21.51327191	60.86582598	45.4010166	27.26559653	1.86442978	8061
280	Lincoln	43.73143754	98.03863252	82.01512683	64.59970379	45.85868558	52.16917726	77.18075317	30.98721022	86.25938994	19.84095325	27.55328777	98.76221082	8063
281	Logan	15.6353958	52.41343638	25.18926998	35.79455859	28.85660364	30.75846129	80.48438062	11.35306243	39.07548982	90.48585867	57.29317752	51.48390016	8065
282	Mesa	72.66827181	66.70564069	13.20154379	86.73777298	71.48233337	87.39990097	82.78968323	75.20813024	16.14669774	31.93418036	63.39115185	29.15000604	8067
283	Mineral	85.94609058	91.57552459	95.767883	86.74804149	63.37160763	93.66377352	74.98902999	83.87584325	23.48068692	24.95433399	70.26693369	9.599143795	8069
284	Moffat	6.838810075	54.25173865	23.33260777	14.38264101	83.75207662	27.76714784	15.32175234	79.77743644	88.36537115	23.0753928	89.43222192	50.01816069	8071
285	Montezuma	90.26250298	44.84525071	75.9009026	70.75465694	98.15510083	4.347809137	77.28702905	10.16628276	71.01607061	88.82005816	77.06025748	67.3745091	8073
286	Montrose	22.10232918	90.52092934	73.38751054	17.67324544	31.45971343	88.00354649	36.03903025	89.90271327	21.72207266	68.54222915	22.12197741	46.29407196	8075
287	Morgan	62.95421269	65.3006651	35.0398742	66.18682945	92.49374086	77.82626259	40.27151451	50.24241392	62.29944425	92.37931418	45.98642294	65.51991544	8077
288	Otero	67.24306412	47.73584462	48.3273002	87.79359916	80.68414601	68.52320546	90.22239221	50.43280364	77.04030613	70.43854961	46.30586607	30.63410758	8079
289	Ouray	78.51973225	7.991313799	99.76937455	6.847469817	30.18708404	61.0797883	74.12851966	31.96800746	16.11045385	10.60232129	52.19749292	96.16628752	8081
290	Park	40.32805165	29.98838565	23.52243418	94.87855341	72.98243665	93.68954184	53.30864478	62.00267537	18.28595712	17.27175494	25.34165273	53.84080121	8083
291	Phillips	43.98059737	83.63094515	49.92388767	2.487183097	23.06611054	77.39189049	17.13231486	67.7838866	49.50561296	95.24299516	90.27936971	32.83260156	8085
292	Pitkin	3.92820516	87.72648898	81.70848142	96.55057156	95.96288188	66.28834877	5.493226245	92.79345993	2.189202329	62.73692985	34.02862978	52.73628894	8087
293	Prowers	85.33571197	84.4808381	77.25111018	76.20906534	6.654804171	50.11700865	3.019244074	21.38552086	45.79097743	88.15790294	76.46403007	3.523098683	8089
294	Pueblo	38.17625482	52.96252391	5.155249281	67.45279318	51.40316992	25.4138076	51.24181528	67.40737593	24.45519048	62.10818032	35.0706284	5.368950616	8091
295	Rio Blanco	48.70968411	40.169546	36.59070105	2.140653073	8.597310946	64.57711267	46.84342711	19.96508407	27.45803395	31.73556739	73.5076739	36.63391738	8093
296	Rio Grande	87.53048696	28.13114701	54.70047859	50.35366589	29.00177823	39.00918149	53.21843948	72.24547421	4.109944958	27.88381265	14.37350273	18.29221794	8095
297	Routt	79.50533265	11.79232138	36.37657097	87.83191954	59.30594808	8.361024973	21.92987358	60.23301666	89.03192036	77.46524193	70.78990573	43.61296175	8097
298	Saguache	13.2176539	32.10364911	47.11665147	22.99710704	73.80979052	24.9303296	58.07674727	31.43844004	44.5866654	25.84431202	95.13942223	13.75281613	8099
299	San Juan	49.8694535	64.88320055	69.05717979	63.86030729	47.63934664	20.49228997	68.29060619	78.61709878	66.10793051	24.63865478	54.92939701	35.5637427	8101
300	San Miguel	5.038147899	14.99786587	20.53891476	26.98415539	20.46457022	10.1591383	35.8405131	12.61830695	70.82634183	85.34635914	17.07371987	10.05425266	8103
301	Sedgwick	46.21258041	35.67926403	96.22963694	4.177610533	27.70008706	90.89253792	47.25745223	65.93417484	51.88598465	94.6610336	19.60890244	71.54832508	8105
302	Summit	4.504740566	33.76632148	64.68923344	49.09354412	1.83090724	35.50036275	6.95838189	39.75117734	25.5475558	34.94140859	74.89646702	90.56746255	8107
303	Teller	6.214143832	31.08745317	96.43376707	94.66932015	59.84024944	87.02050497	37.57060292	42.06472313	89.97454355	10.38022228	63.5431349	25.09196516	8109
304	Washington	90.35767131	93.58142283	41.79083275	92.70341697	53.53606314	58.02697944	46.92596275	37.89319608	1.206293861	6.35638818	61.46727556	82.18241098	8111
